URL,Performance Score,Speed Index (s),LCP (s),INP (ms),CLS,Waktu Pengukuran
https://www.kampunginggris.id/langkah-langkah-belajar-bahasa-inggris,81.0,2.0,1.78,0,0.256,2025-03-25 14:10:13
https://www.kampunginggris.id/see-vs-watch-perbedaannya-dalam-bahasa-inggris,91.0,1.69,1.47,0,0.182,2025-03-25 14:10:49
https://www.kampunginggris.id/talk-about-the-bucket-list,88.0,1.25,1.1,0,0.169,2025-03-25 14:11:25
https://www.kampunginggris.id/sering-disamakan-inilah-perbedaan-college-vs-university,76.0,1.62,2.49,0,0.353,2025-03-25 14:12:00
https://www.kampunginggris.id/ucapan-ulang-tahun-bahasa-inggris,74.0,1.8,1.6,0,1.24,2025-03-25 14:12:35
https://www.kampunginggris.id/fluency-vs-fluent,82.0,2.02,3.31,0,0.169,2025-03-25 14:13:10
https://www.kampunginggris.id/pelafalan-sistem-matematika-dalam-bahasa-inggris,75.0,1.74,1.48,0,0.446,2025-03-25 14:13:47
https://www.kampunginggris.id/perbedaan-right-dan-correct-dalam-bahasa-inggris-disertai-contoh,81.0,1.45,2.99,0,0.249,2025-03-25 14:14:21
https://www.kampunginggris.id/cara-lain-mengatakan-bring-dalam-bahasa-inggris,90.0,1.72,1.47,0,0.206,2025-03-25 14:14:57
https://www.kampunginggris.id/cuaca-di-kampung-inggris-kediri,96.0,1.51,1.33,0,0.104,2025-03-25 14:15:31
https://www.kampunginggris.id/some-time-sometime-dan-sometimes,96.0,1.29,1.16,0,0.107,2025-03-25 14:16:06
https://www.kampunginggris.id/translate-bahasa-indonesia-ke-bahasa-inggris-yang-baik-dan-benar,91.0,1.8,1.51,0,0.106,2025-03-25 14:16:44
https://www.kampunginggris.id/tips-menulis-puisi-bahasa-inggris-yang-menarik,84.0,1.36,1.91,0,0.288,2025-03-25 14:17:22
https://www.kampunginggris.id/perbedaan-am-dan-pm-dalam-bahasa-inggris,76.0,1.48,1.28,0,0.539,2025-03-25 14:17:57
https://www.kampunginggris.id/perbedaan-learn-vs-study-dalam-bahasa-inggris,75.0,2.18,3.22,0,0.337,2025-03-25 14:18:33
https://www.kampunginggris.id/belajar-bahasa-inggris-online,83.0,1.18,1.05,0,0.31,2025-03-25 14:19:10
https://www.kampunginggris.id/undangan-pernikahan-bahasa-inggris-cara-membuat-dan-contohnya,83.0,2.25,2.09,0,0.255,2025-03-25 14:19:47
https://www.kampunginggris.id/tips-mengerjakan-reading-comprehension-test,82.0,1.74,1.52,0,0.337,2025-03-25 14:20:20
https://www.kampunginggris.id/past-perfect-progressive-tense-pengertian-fungsi-dan-contohnya,79.0,1.52,1.31,0,0.384,2025-03-25 14:20:55
https://www.kampunginggris.id/language-features-of-news-item-text-pengertian-dan-macamnya,83.0,1.28,1.11,0,0.312,2025-03-25 14:21:30
https://www.kampunginggris.id/majas-dalam-bahasa-inggris-dan-contoh-kalimat,76.0,1.98,1.68,0,0.454,2025-03-25 14:22:09
https://www.kampunginggris.id/ucapan-hari-ibu-dalam-bahasa-inggris-dan-artinya,96.0,1.25,1.1,0,0.107,2025-03-25 14:22:43
https://www.kampunginggris.id/perbedaan-comparison-dan-contrast-dan-contoh,75.0,1.73,1.55,0,0.779,2025-03-25 14:23:19
https://www.kampunginggris.id/contoh-caption-bahasa-inggris-simple,97.0,1.47,1.32,0,0.081,2025-03-25 14:23:55
https://www.kampunginggris.id/perbedaan-when-dan-while-dalam-bahasa-inggris,80.0,2.45,2.22,0,0.287,2025-03-25 14:24:33
https://www.kampunginggris.id/contoh-puisi-dalam-bahasa-inggris-dan-maknanya,87.0,1.05,0.87,0,0.245,2025-03-25 14:25:08
https://www.kampunginggris.id/ingin-membuat-appointment-simak-cara-dan-contohnya,81.0,2.1,1.82,0,0.321,2025-03-25 14:25:47
https://www.kampunginggris.id/contoh-cerpen-dalam-bahasa-inggris-dan-artinya,87.0,1.88,1.67,0,0.214,2025-03-25 14:26:22
https://www.kampunginggris.id/30-quotes-cinta-dalam-bahasa-inggris-dan-artinya,59.0,2.08,1.63,0,2.529,2025-03-25 14:26:58
https://www.kampunginggris.id/30-quotes-untuk-diri-sendiri-dalam-bahasa-inggris-dan-artinya,58.0,3.47,2.99,0,2.141,2025-03-25 14:27:38
https://www.kampunginggris.id/macam-macam-aktivitas-saat-liburan-dan-contoh-ceritanya-dalam-bahasa-inggris,87.0,2.14,1.7,0,0.222,2025-03-25 14:28:15
https://www.kampunginggris.id/ini-macam-macam-free-time-activities-yang-bisa-dukung-kemampuan-bahasa-inggris,82.0,2.7,2.49,0,0.235,2025-03-25 14:28:53
https://www.kampunginggris.id/macam-macam-cuaca-dan-contoh-weather-forecast-dalam-bahasa-inggris,94.0,2.39,1.98,0,0.099,2025-03-25 14:29:32
https://www.kampunginggris.id/cara-menceritakan-permasalahan-dan-contohnya-dalam-bahasa-inggris,72.0,1.89,1.62,0,0.687,2025-03-25 14:30:06
https://www.kampunginggris.id/mengenal-kalimat-cause-and-effect-beserta-contohnya,87.0,1.55,1.37,0,0.234,2025-03-25 14:30:41
https://www.kampunginggris.id/penjelasan-tentang-simple-past-future-beserta-rumus-dan-contohnya,93.0,1.97,1.72,0,0.134,2025-03-25 14:31:17
https://www.kampunginggris.id/penjelasan-dan-contoh-past-future-perfect-continuous-tenses,78.0,1.63,1.32,0,0.486,2025-03-25 14:31:51
https://www.kampunginggris.id/30-quote-bahasa-inggris-beserta-artinya,74.0,1.48,1.22,0,2.042,2025-03-25 14:32:25
https://www.kampunginggris.id/perbedaan-heard-of-dan-heard-about,73.0,1.9,3.19,0,0.367,2025-03-25 14:33:01
https://www.kampunginggris.id/datang-dari-jauh-ke-kampung-inggris-pare-sendirian-siapa-takut,90.0,1.82,1.41,0,0.206,2025-03-25 14:33:42
https://www.kampunginggris.id/penginapan-di-kampung-inggris-pare,82.0,1.85,1.44,0,0.359,2025-03-25 14:34:18
https://www.kampunginggris.id/3-contoh-news-item-text-dan-strukturnya,89.0,1.61,1.36,0,0.179,2025-03-25 14:34:53
https://www.kampunginggris.id/fasilitas-kesehatan-di-kampung-inggris-pare,74.0,1.54,1.29,0,1.117,2025-03-25 14:35:28
https://www.kampunginggris.id/singkatan-gaul-dalam-bahasa-inggris,95.0,1.82,1.56,0,0.083,2025-03-25 14:36:02
https://www.kampunginggris.id/jadi-guru-bahasa-inggris-yang-baik-begini-tipsnya,88.0,1.89,1.69,0,0.205,2025-03-25 14:36:38
https://www.kampunginggris.id/penggunaan-who-whom-dan-whose,96.0,1.22,0.99,0,0.107,2025-03-25 14:37:14
https://www.kampunginggris.id/jago-bahasa-inggris-meningkatkan-level-kegantengan-kecantikan-seseorang,93.0,1.53,1.37,0,0.132,2025-03-25 14:37:51
https://www.kampunginggris.id/belajar-pronunciation-menggunakan-tongue-twisters,88.0,1.56,1.3,0,0.219,2025-03-25 14:38:25
https://www.kampunginggris.id/ini-dia-cara-memperkaya-vocab-bahasa-inggris,83.0,2.08,1.9,0,0.285,2025-03-25 14:39:02
https://www.kampunginggris.id/10-situs-belajar-bahasa-inggris-terbaik,77.0,2.08,1.84,0,0.5,2025-03-25 14:39:39
https://www.kampunginggris.id/belajar-news-item-text-dan-ciri-cirinya,87.0,1.72,1.3,0,0.22,2025-03-25 14:40:14
https://www.kampunginggris.id/belajar-passive-voice-dari-dasar,74.0,1.59,1.34,0,0.686,2025-03-25 14:40:50
https://www.kampunginggris.id/biar-makin-keren-pelajari-5-frasa-bahasa-inggris-ini-yuk,90.0,1.8,1.5,0,0.203,2025-03-25 14:41:26
https://www.kampunginggris.id/other-ways-to-say-i-love-you-teatu-kampung-inggris-lc,96.0,2.08,1.34,0,0.122,2025-03-25 14:42:05
https://www.kampunginggris.id/5-life-experience-cocok-buat-kamu-yang-ingin-belajar-inggris,83.0,2.08,1.74,0,0.224,2025-03-25 14:42:41
https://www.kampunginggris.id/daftar-lokasi-atm-kampung-inggris-pare,85.0,1.31,1.04,0,0.279,2025-03-25 14:43:16
https://www.kampunginggris.id/apa-itu-reported-speech,90.0,1.35,1.09,0,0.196,2025-03-25 14:43:50
https://www.kampunginggris.id/peran-dan-contoh-peribahasa-bahasa-inggris,75.0,1.62,1.4,0,1.213,2025-03-25 14:44:25
https://www.kampunginggris.id/daftar-kosakata-gaul-bahasa-inggris,68.0,1.32,1.1,0,1.166,2025-03-25 14:45:02
https://www.kampunginggris.id/3-kata-serapan-latin-dalam-bahasa-inggris,87.0,2.55,2.07,0,0.115,2025-03-25 14:45:37
https://www.kampunginggris.id/pentingnya-belajar-bahasa-inggris-untuk-meraih-cita-cita,91.0,1.35,1.07,0,0.106,2025-03-25 14:46:12
https://www.kampunginggris.id/frasa-sederhana-semangat-dalam-bahasa-inggris-yang-biasa-digunakan,75.0,1.4,1.21,0,1.018,2025-03-25 14:46:46
https://www.kampunginggris.id/trik-belajar-bahasa-inggris-melalui-microsoft-word,74.0,1.61,1.41,0,0.626,2025-03-25 14:47:22
https://www.kampunginggris.id/tips-menulis-biografi-soekarno-dalam-bahasa-inggris,75.0,1.71,1.5,0,0.534,2025-03-25 14:47:58
https://www.kampunginggris.id/contoh-email-bahasa-inggris-tips-mengirim-surat-lamaran,75.0,1.38,1.19,0,0.609,2025-03-25 14:48:33
https://www.kampunginggris.id/belajar-bahasa-inggris-untuk-pemula,74.0,2.14,1.63,0,3.369,2025-03-25 14:49:14
https://www.kampunginggris.id/bikin-komunitas-bahasa-inggris-kenapa-tidak,75.0,1.88,1.53,0,0.267,2025-03-25 14:49:50
https://www.kampunginggris.id/rekomendasi-novel-dalam-bahasa-inggris,73.0,1.8,2.77,0,0.539,2025-03-25 14:50:26
https://www.kampunginggris.id/macam-macam-ungkapan-kekecewaan-dalam-bahasa-inggris,79.0,1.62,1.44,0,0.286,2025-03-25 14:51:01
https://www.kampunginggris.id/pengertian-jenis-dan-contoh-kalimat-interogative,79.0,1.46,1.16,0,0.464,2025-03-25 14:51:37
https://www.kampunginggris.id/perbedaan-toefl-ielts-dan-toeic,62.0,2.6,2.28,0,1.003,2025-03-25 14:52:15
https://www.kampunginggris.id/ayo-belajar-bahasa-inggris-sambil-bermain,83.0,1.64,1.45,0,0.221,2025-03-25 14:52:52
https://www.kampunginggris.id/rekomendasi-kelas-privat-bahasa-inggris-offline,69.0,1.53,1.25,0,1.032,2025-03-25 14:53:27
https://www.kampunginggris.id/menulis-invitation-letter-dalam-bahasa-inggris,66.0,1.44,1.17,0,0.677,2025-03-25 14:54:03
https://www.kampunginggris.id/belajar-bahasa-inggris-di-tempat-wisata,87.0,1.99,1.59,0,0.158,2025-03-25 14:54:39
https://www.kampunginggris.id/contoh-irregular-verb-dalam-bahasa-inggris,80.0,1.46,1.31,0,0.281,2025-03-25 14:55:15
https://www.kampunginggris.id/hobi-dalam-bahasa-inggris,93.0,1.99,1.81,0,0.063,2025-03-25 14:55:50
https://www.kampunginggris.id/belajar-bahasa-inggris-lewat-video,73.0,1.94,1.58,0,0.505,2025-03-25 14:56:25
https://www.kampunginggris.id/kampung-inggris-pare-ada-cabangnya-gak-sih,84.0,1.91,1.5,0,0.185,2025-03-25 14:57:00
https://www.kampunginggris.id/mengungkapkan-belasungkawa-dalam-bahasa-inggris,78.0,1.77,2.64,0,0.237,2025-03-25 14:57:35
https://www.kampunginggris.id/4-keunggulan-tes-toefl-online-yang-wajib-kamu-ketahui,76.0,2.1,1.89,0,0.411,2025-03-25 14:58:11
https://www.kampunginggris.id/contoh-perkenalan-diri-dalam-bahasa-inggris,84.0,1.76,1.59,0,0.268,2025-03-25 14:58:47
https://www.kampunginggris.id/present-perfect-tense,86.0,2.23,2.02,0,0.149,2025-03-25 14:59:23
https://www.kampunginggris.id/will-vs-be-going-to,78.0,1.58,1.41,0,0.323,2025-03-25 14:59:59
https://www.kampunginggris.id/contoh-present-continuous-tense-dengan-rumus-dan-penjelasannya,77.0,1.54,1.37,0,0.39,2025-03-25 15:00:34
https://www.kampunginggris.id/serba-serbi-fun-fact-tentang-bahasa-inggris-yang-pasti-belum-kamu-ketahui,65.0,1.98,1.68,0,1.394,2025-03-25 15:01:12
https://www.kampunginggris.id/memberi-saran-dalam-bahasa-inggris,85.0,1.88,1.69,0,0.171,2025-03-25 15:01:44
https://www.kampunginggris.id/pengetahuan-bahasa-inggris-matematika-dasar-yang-harus-kamu-tahu,80.0,1.76,1.64,0,0.286,2025-03-25 15:02:19
https://www.kampunginggris.id/150-bahasa-inggris-hewan-lengkap-dari-a-sampai-z,72.0,2.57,2.01,0,0.499,2025-03-25 15:02:56
https://www.kampunginggris.id/dongeng-sarana-belajar-bahasa-inggris-untuk-anak,94.0,1.45,1.32,0,0.131,2025-03-25 15:03:31
https://www.kampunginggris.id/trik-mengerjakan-contoh-soal-toefl-yang-mudah-diikuti,86.0,1.49,1.33,0,0.161,2025-03-25 15:04:08
https://www.kampunginggris.id/250-daftar-nama-hewan-dalam-bahasa-inggris-lengkap,77.0,2.1,1.9,0,0.282,2025-03-25 15:04:45
https://www.kampunginggris.id/penjelasan-dan-contoh-simple-future-tense,76.0,1.78,1.58,0,0.328,2025-03-25 15:05:22
https://www.kampunginggris.id/apa-itu-passive-voice-inilah-ulasannya,69.0,2.3,1.8,0,1.314,2025-03-25 15:06:00
https://www.kampunginggris.id/contoh-narrative-text-pendek-serta-artinya,80.0,1.31,1.14,0,0.217,2025-03-25 15:06:37
https://www.kampunginggris.id/penggunaan-past-future-perfect-continuous-tense-dan-contohnya,72.0,1.79,1.57,0,0.684,2025-03-25 15:07:12
https://www.kampunginggris.id/contoh-percakapan-bahasa-inggris-singkat-sehari-hari-part-1,78.0,1.49,1.42,0,0.295,2025-03-25 15:07:48
https://www.kampunginggris.id/kosakata-kitchen-equiment,82.0,1.39,1.27,0,0.279,2025-03-25 15:08:23
https://www.kampunginggris.id/contoh-perkenalan-dalam-bahasa-inggris,75.0,1.64,1.49,0,0.445,2025-03-25 15:08:58
https://www.kampunginggris.id/contoh-kalimat-present-continuous-tense,68.0,2.26,2.15,0,0.652,2025-03-25 15:09:35
https://www.kampunginggris.id/future-perfect-tense,88.0,2.23,1.67,0,0.213,2025-03-25 15:10:21
https://www.kampunginggris.id/contoh-passive-voice-dalam-bahasa-inggris-disertai-rumus-lengkap,85.0,1.11,1.1,0,0.201,2025-03-25 15:10:57
https://www.kampunginggris.id/bagaimana-cara-menjadi-ahli-penerjemah-inggris-indonesia,76.0,1.74,1.5,0,0.387,2025-03-25 15:11:35
https://www.kampunginggris.id/serunya-bettle-yel-yel-di-opening-party-periode-25-juli-2016-lc-kampung-inggris-pare,98.0,1.33,1.16,0,0.081,2025-03-25 15:12:09
https://www.kampunginggris.id/contoh-dialog-offering-help-dalam-bahasa-inggris,91.0,1.91,1.7,0,0.157,2025-03-25 15:12:53
https://www.kampunginggris.id/hal-penting-dalam-belajar-bicara-bahasa-inggris,81.0,1.91,1.64,0,0.357,2025-03-25 15:13:29
https://www.kampunginggris.id/cara-akurat-menerjemahkan-bahasa-inggris-ke-bahasa-indonesia,83.0,1.09,0.95,0,0.324,2025-03-25 15:14:04
https://www.kampunginggris.id/terbaru-tips-cepat-menulis-essay-cause-and-effect-yang-bisa-praktekan-langsung,75.0,1.6,1.37,0,0.78,2025-03-25 15:14:39
https://www.kampunginggris.id/ketahui-ciri-ciri-sertifikat-toefl-yang-asli-dan-palsu-sebelum-kamu-ikuti-tes-toefl,76.0,2.19,1.97,0,0.441,2025-03-25 15:15:17
https://www.kampunginggris.id/english-vocabulary-vocabulary-of-stationary,74.0,1.58,1.3,0,1.328,2025-03-25 15:15:53
https://www.kampunginggris.id/6-tips-mudah-melatih-bahasa-inggris-untuk-bekerja,81.0,2.11,1.8,0,0.276,2025-03-25 15:16:29
https://www.kampunginggris.id/15-aplikasi-terbaik-untuk-belajar-bahasa-inggris,70.0,1.44,1.27,0,0.917,2025-03-25 15:17:06
https://www.kampunginggris.id/teknik-belajar-menerjemahkan-bahasa-inggris-paling-cepat,78.0,1.27,1.04,0,0.375,2025-03-25 15:17:43
https://www.kampunginggris.id/cara-memahami-british-humour,74.0,2.03,1.81,0,0.711,2025-03-25 15:18:19
https://www.kampunginggris.id/macam-macam-perkenalan-dalam-bahasa-inggris,79.0,1.53,1.36,0,0.26,2025-03-25 15:18:55
https://www.kampunginggris.id/idioms-about-clean,78.0,1.53,1.4,0,0.463,2025-03-25 15:19:30
https://www.kampunginggris.id/fun-english-class-games-kampung-inggris,95.0,1.4,1.2,0,0.102,2025-03-25 15:20:05
https://www.kampunginggris.id/penjelasan-lengkap-tentang-explanation-text-dan-contoh-explanation-text,71.0,1.46,1.3,0,0.589,2025-03-25 15:20:42
https://www.kampunginggris.id/contoh-percakapan-suggestion,72.0,1.46,1.19,0,0.431,2025-03-25 15:21:18
https://www.kampunginggris.id/100-vocabulary-synonym-bahasa-inggris-dan-artinya,67.0,1.75,1.49,0,0.342,2025-03-25 15:21:55
https://www.kampunginggris.id/farewell-party-program-holiday-lebaran-ceria-yang-penuh-dengan-keceriaan,94.0,1.64,1.42,0,0.045,2025-03-25 15:22:32
https://www.kampunginggris.id/10-tips-sukses-ujian-toefl,67.0,1.89,1.63,0,0.84,2025-03-25 15:23:09
https://www.kampunginggris.id/belajar-bahasa-inggris-dengan-native-speaker,76.0,1.21,1.06,0,0.424,2025-03-25 15:23:44
https://www.kampunginggris.id/50-kutipan-film-barat-romantis-dan-artinya,73.0,1.47,1.24,0,2.655,2025-03-25 15:24:21
https://www.kampunginggris.id/percakapan-bahasa-inggris,74.0,1.55,1.32,0,1.362,2025-03-25 15:24:56
https://www.kampunginggris.id/family-tree-daftar-vocabulary-tentang-bahasa-inggris-keluarga,75.0,1.51,1.38,0,0.452,2025-03-25 15:25:31
https://www.kampunginggris.id/cara-menyusun-text-sesuai-dengan-struktur-report-text-yang-benar,92.0,1.59,1.42,0,0.114,2025-03-25 15:26:06
https://www.kampunginggris.id/panduan-belajar-bahasa-inggris-untuk-orang-dewasa,81.0,1.65,1.43,0,0.383,2025-03-25 15:26:43
https://www.kampunginggris.id/tips-membaca-artikel-bahasa-inggris,91.0,1.6,1.44,0,0.116,2025-03-25 15:27:19
https://www.kampunginggris.id/percakapan-bahasa-inggris-3-orang-tentang-perkenalan,69.0,1.7,1.57,0,0.683,2025-03-25 15:27:55
https://www.kampunginggris.id/synonym-bahasa-inggris,66.0,1.49,1.3,0,0.624,2025-03-25 15:28:32
https://www.kampunginggris.id/cara-mudah-belajar-toefl-untuk-pemula,72.0,2.48,2.27,0,0.285,2025-03-25 15:29:09
https://www.kampunginggris.id/contoh-surat-lamaran-kerja-dalam-bahasa-inggris-beserta-iklannya,86.0,1.7,1.56,0,0.216,2025-03-25 15:29:46
https://www.kampunginggris.id/15-fakta-unik-tentang-bahasa-inggris,75.0,1.08,1.04,0,1.094,2025-03-25 15:30:21
https://www.kampunginggris.id/tips-lancar-berbicara-dengan-bule,71.0,1.78,1.58,0,0.369,2025-03-25 15:30:58
https://www.kampunginggris.id/mengenal-vocabulary-bahasa-inggris-sekolah,86.0,1.44,1.28,0,0.187,2025-03-25 15:31:33
https://www.kampunginggris.id/story-telling-greedy-hippo-english-master-2-kampung-inggris-lc,96.0,1.46,1.28,0,0.101,2025-03-25 15:32:09
https://www.kampunginggris.id/idiom-tentang-weather,75.0,1.44,1.2,0,0.468,2025-03-25 15:32:44
https://www.kampunginggris.id/text-messaging-and-sms-abbreviations-in-english,58.0,1.53,1.19,0,0.369,2025-03-25 15:33:20
https://www.kampunginggris.id/belajar-kata-kerja-past-continuous-tense,74.0,1.27,1.08,0,0.451,2025-03-25 15:33:56
https://www.kampunginggris.id/serba-serbi-seputar-linguistik-yang-harus-kamu-tahu,82.0,1.6,1.47,0,0.263,2025-03-25 15:34:31
https://www.kampunginggris.id/bahasa-inggris-bisnis,85.0,1.61,1.43,0,0.287,2025-03-25 15:35:06
https://www.kampunginggris.id/jenis-jenis-teks-dalam-bahasa-inggris-dan-strukturnya,68.0,1.78,1.64,0,1.11,2025-03-25 15:35:43
https://www.kampunginggris.id/50-romantic-phrases-dan-artinya,81.0,1.4,1.23,0,0.247,2025-03-25 15:36:19
https://www.kampunginggris.id/asking-dan-giving-direction-bahasa-inggris,73.0,1.52,1.35,0,0.483,2025-03-25 15:36:53
https://www.kampunginggris.id/mitos-ketika-belajar-bahasa-inggris,80.0,1.91,1.74,0,0.331,2025-03-25 15:37:28
https://www.kampunginggris.id/contoh-dialog-bahasa-inggris-tentang-liburan,86.0,1.52,1.38,0,0.235,2025-03-25 15:38:03
https://www.kampunginggris.id/sinonim-dalam-bahasa-inggris,95.0,1.29,1.25,0,0.088,2025-03-25 15:38:38
https://www.kampunginggris.id/pengertian-simple-tense-disertai-rumus-dan-contoh,83.0,1.19,0.94,0,0.227,2025-03-25 15:39:12
https://www.kampunginggris.id/as-well-as-sama-dengan-and,94.0,1.54,1.4,0,0.085,2025-03-25 15:39:48
https://www.kampunginggris.id/contoh-biodata-bahasa-inggris,80.0,1.35,1.19,0,0.373,2025-03-25 15:40:22
https://www.kampunginggris.id/perkenalan-diri-dalam-bahasa-inggris-di-kelas,76.0,1.38,1.22,0,0.475,2025-03-25 15:40:57
https://www.kampunginggris.id/perkenalan-diri-dalam-bahasa-inggris-singkat,83.0,1.2,1.08,0,0.309,2025-03-25 15:41:31
https://www.kampunginggris.id/english-grammar-will-vs-be-going-to-teatu-kampung-inggris-lc,91.0,1.49,1.3,0,0.192,2025-03-25 15:42:06
https://www.kampunginggris.id/strategi-menghadapi-soal-reading,87.0,1.64,1.46,0,0.185,2025-03-25 15:42:41
https://www.kampunginggris.id/idioms-about-time-part-2,76.0,1.63,1.42,0,0.455,2025-03-25 15:43:16
https://www.kampunginggris.id/recount-text-dalam-bahasa-inggris-disertai-contoh,78.0,1.52,1.34,0,0.489,2025-03-25 15:43:51
https://www.kampunginggris.id/tips-ampuh-anti-ngantuk-belajar-bahasa-inggris,79.0,1.53,1.36,0,0.407,2025-03-25 15:44:26
https://www.kampunginggris.id/belajar-abjad-bahasa-inggris-dengan-mudah,74.0,1.59,1.37,0,0.385,2025-03-25 15:45:02
https://www.kampunginggris.id/penjelasan-lengkap-dan-contoh-kata-adverb,78.0,1.73,1.49,0,0.5,2025-03-25 15:45:36
https://www.kampunginggris.id/apakah-bahasa-inggris-sulit-dipelajari,84.0,1.32,1.1,0,0.276,2025-03-25 15:46:12
https://www.kampunginggris.id/belajar-bahasa-inggris-mudah-contoh-simple-past-tense,78.0,1.21,1.09,0,0.281,2025-03-25 15:46:47
https://www.kampunginggris.id/cara-menyatakan-kekecewaan-dalam-bahasa-inggris,75.0,1.33,1.12,0,0.381,2025-03-25 15:47:23
https://www.kampunginggris.id/idiom-about-hold,78.0,1.5,1.34,0,0.332,2025-03-25 15:47:59
https://www.kampunginggris.id/contoh-narrative-text-fable-pengertian-dan-penggunaannya,78.0,1.62,1.43,0,0.49,2025-03-25 15:48:33
https://www.kampunginggris.id/serba-serbi-consonant-yang-harus-kamu-ketahui-mana-yang-voiced-consonant-dan-voiceless-consonant,72.0,1.46,1.26,0,0.58,2025-03-25 15:49:09
https://www.kampunginggris.id/tips-pidato-dalam-bahasa-inggris,75.0,1.6,1.41,0,0.632,2025-03-25 15:49:44
https://www.kampunginggris.id/camp,92.0,1.09,0.94,0,0.079,2025-03-25 15:50:21
https://www.kampunginggris.id/4-cara-membaca-dan-belajar-dari-komik-bahasa-inggris,82.0,1.86,1.59,0,0.221,2025-03-25 15:50:56
https://www.kampunginggris.id/mengenal-contoh-if-clause-lengkap-dengan-penjelasannya,88.0,1.85,1.65,0,0.169,2025-03-25 15:51:32
https://www.kampunginggris.id/kesalahan-umum-merangkai-kalimat-dalam-bahasa-inggris,87.0,1.51,1.34,0,0.24,2025-03-25 15:52:06
https://www.kampunginggris.id/yuk-kenalan-dengan-6-idiom-keren-ini,87.0,1.77,1.54,0,0.244,2025-03-25 15:52:42
https://www.kampunginggris.id/butuh-berapa-lama-agar-jago-berbahasa-inggris,79.0,1.59,1.43,0,0.227,2025-03-25 15:53:18
https://www.kampunginggris.id/memperkenalkan-diri-menggunakan-bahasa-inggris,77.0,1.52,1.36,0,0.367,2025-03-25 15:53:54
https://www.kampunginggris.id/cardinal-number-vs-ordinal-number,85.0,1.64,1.5,0,0.197,2025-03-25 15:54:29
https://www.kampunginggris.id/heart-idioms,74.0,1.67,1.39,0,1.767,2025-03-25 15:55:04
https://www.kampunginggris.id/how-to-express-dream-wish-hope-dalam-bahasa-inggris,81.0,1.65,1.47,0,0.412,2025-03-25 15:55:40
https://www.kampunginggris.id/talk-about-gardening,77.0,1.67,1.45,0,0.52,2025-03-25 15:56:15
https://www.kampunginggris.id/verb-adalah-kata-kerja-dalam-bahasa-inggris,79.0,1.46,1.27,0,0.407,2025-03-25 15:56:49
https://www.kampunginggris.id/situs-kamus-bahasa-inggris-online,81.0,1.36,1.27,0,0.379,2025-03-25 15:57:24
https://www.kampunginggris.id/penjelasan-jenis-dan-contoh-kalimat-perintah-dalam-bahasa-inggris,81.0,1.8,1.54,0,0.363,2025-03-25 15:57:59
https://www.kampunginggris.id/table-manner-english-master-lc-kampung-inggris-di-grand-surya-hotel-kediri,98.0,1.66,1.44,0,0.081,2025-03-25 15:58:34
https://www.kampunginggris.id/contoh-kalimat-past-continuous-tense-dan-artinya,78.0,1.32,1.13,0,0.48,2025-03-25 15:59:08
https://www.kampunginggris.id/berbagi-keceriaan-dalam-kegiatan-bakti-sosial-di-panti-asuhan-budi-mulya,91.0,1.63,1.44,0,0.193,2025-03-25 15:59:45
https://www.kampunginggris.id/daftar-kata-sifat-dalam-bahasa-inggris-dan-artinya-part-1,68.0,1.6,1.4,0,1.158,2025-03-25 16:00:23
https://www.kampunginggris.id/contoh-puisi-bahasa-inggris-tentang-guru,85.0,1.46,1.29,0,0.242,2025-03-25 16:00:58
https://www.kampunginggris.id/contoh-percakapan-bahasa-inggris-sehari-hari-di-rumah,87.0,1.62,1.43,0,0.169,2025-03-25 16:01:35
https://www.kampunginggris.id/cara-membuat-judul-pidato-bahasa-inggris-lebih-menarik,83.0,1.22,1.11,0,0.277,2025-03-25 16:02:12
https://www.kampunginggris.id/penggunaa-homophones-dalam-bahasa-inggris,73.0,1.66,1.49,0,0.572,2025-03-25 16:02:48
https://www.kampunginggris.id/permainan-asik-untuk-belajar-bahasa-inggris,90.0,1.53,1.4,0,0.149,2025-03-25 16:03:24
https://www.kampunginggris.id/rekomendasi-lagu-untuk-belajar-bahasa-inggris,80.0,1.98,1.3,0,0.43,2025-03-25 16:03:59
https://www.kampunginggris.id/13-strategi-meghadapi-soal-listening,70.0,1.67,1.53,0,0.878,2025-03-25 16:04:34
https://www.kampunginggris.id/apakah-efektif-belajar-menggunakan-games-bahasa-inggris,82.0,1.35,1.19,0,0.253,2025-03-25 16:05:10
https://www.kampunginggris.id/10-idiom-gaul-dan-populer,100,1.36,1.22,0,0.037,2025-03-25 16:05:44
https://www.kampunginggris.id/penggunaan-some-any-dan-no-dalam-bahasa-inggris,89.0,1.51,1.35,0,0.149,2025-03-25 16:06:20
https://www.kampunginggris.id/besides-except-for-dan-apart-from,87.0,1.5,1.3,0,0.126,2025-03-25 16:06:56
https://www.kampunginggris.id/5-situs-latihan-toeic-online-secara-gratis,78.0,1.65,1.44,0,0.492,2025-03-25 16:07:32
https://www.kampunginggris.id/tips-membuat-pen-pal-letter-yang-menarik,70.0,1.43,1.22,0,0.605,2025-03-25 16:08:08
https://www.kampunginggris.id/compare-with-atau-compare-to,92.0,1.18,1.08,0,0.043,2025-03-25 16:08:43
https://www.kampunginggris.id/jenis-kalimat-dalam-bahasa-inggris-berdasarkan-fungsinya,98.0,1.7,1.42,0,0.036,2025-03-25 16:09:19
